"","YMD","dp_sizegroup","ion","GR_median","GR_mean","GR_sd","eventID","score_over_10","airmass_change_flag"
"333","2018-05-21","(3,7]","negative",9.19,9.2,0.0981,"Neg86",6,2
"334","2018-05-21","(3,7]","positive",12.1,11.8,2.68,"Pos86",4,2
"335","2018-05-21","(7,20]","negative",9.49,9.48,0.0394,"Neg86",6,2
"336","2018-05-21","(7,20]","positive",16.4,16.3,0.3,"Pos86",4,2
"337","2018-05-22","[1,3]","negative",4.73,4.88,0.607,"Neg88",4,1
"338","2018-05-22","(3,7]","negative",8.62,8.53,1.3,"Neg88",4,1
"339","2018-05-22","(3,7]","positive",5.42,5.44,0.0625,"Pos88",4,1
"340","2018-05-22","(7,20]","negative",10.7,10.7,0.0769,"Neg88",4,1
"341","2018-05-22","(7,20]","positive",5.47,5.45,0.135,"Pos88",4,1
"342","2018-05-23","[1,3]","negative",3.04,3.08,0.309,"Neg89",6,0
"343","2018-05-23","[1,3]","positive",2.18,2.29,0.389,"Pos89",5,0
"344","2018-05-23","(3,7]","negative",4.68,4.63,0.529,"Neg89",6,0
"345","2018-05-23","(3,7]","positive",4.57,4.48,0.679,"Pos89",5,0
"346","2018-05-23","(7,20]","negative",6.16,6.22,0.491,"Neg89",6,0
"347","2018-05-23","(7,20]","positive",5.64,5.84,0.35,"Pos89",5,0
"348","2018-05-23","(20,60]","negative",7.24,7.22,0.0515,"Neg89",6,0
"349","2018-05-23","(20,60]","positive",7.23,7.19,0.179,"Pos89",5,0
"350","2018-05-24","[1,3]","negative",2.35,2.42,0.293,"Neg90",6,1
"351","2018-05-24","[1,3]","positive",2.75,2.85,0.486,"Pos90",5,1
"352","2018-05-24","(3,7]","negative",5.24,5.13,1.22,"Neg90",6,1
"353","2018-05-24","(3,7]","positive",5.46,5.49,1,"Pos90",5,1
"354","2018-05-24","(7,20]","negative",6.09,6.06,1.05,"Neg90",6,1
"355","2018-05-24","(7,20]","positive",7.03,6.89,0.731,"Pos90",5,1
"356","2018-05-24","(20,60]","negative",6.71,6.51,1.02,"Neg90",6,1
"357","2018-05-24","(20,60]","positive",5.77,5.81,0.127,"Pos90",5,1
"358","2018-05-25","[1,3]","negative",5.23,5.24,0.0711,"Neg92",2,0
"359","2018-05-25","[1,3]","positive",2.55,2.58,0.298,"Pos92",2,0
"360","2018-05-25","(3,7]","negative",5.69,5.7,0.209,"Neg92",2,0
"361","2018-05-25","(3,7]","positive",4.22,4.26,0.683,"Pos92",2,0
"362","2018-05-25","(7,20]","negative",7.2,7.19,0.633,"Neg92",2,0
"363","2018-05-25","(7,20]","positive",7.65,7.63,1.2,"Pos92",2,0
"364","2018-05-25","(20,60]","negative",9.07,8.96,0.287,"Neg92",2,0
"365","2018-05-25","(20,60]","positive",11.5,11.2,0.621,"Pos92",2,0
"366","2018-05-26","[1,3]","negative",4.45,4.48,0.246,"Neg96",5,1
"367","2018-05-26","[1,3]","positive",2.48,2.51,0.108,"Pos96",5,1
"368","2018-05-26","(3,7]","negative",2.95,3.17,0.963,"Neg96",5,1
"369","2018-05-26","(3,7]","positive",3.74,3.89,0.831,"Pos96",5,1
"370","2018-05-26","(7,20]","negative",10.7,10.8,3.35,"Neg96",5,1
"371","2018-05-26","(7,20]","positive",9.02,8.88,1.8,"Pos96",5,1
"372","2018-05-26","(20,60]","positive",14,13.6,0.776,"Pos96",5,1
"373","2018-05-27","[1,3]","negative",3.87,3.9,0.149,"Neg98",4,2
"374","2018-05-27","[1,3]","positive",3.12,3.14,0.369,"Pos98",4,2
"375","2018-05-27","(3,7]","negative",4.99,5.06,0.583,"Neg98",4,2
"376","2018-05-27","(3,7]","positive",4.94,4.99,0.727,"Pos98",4,2
"377","2018-05-27","(7,20]","negative",9.22,9.24,1.84,"Neg98",4,2
"378","2018-05-27","(7,20]","positive",9.35,9.37,1.82,"Pos98",4,2
"379","2018-05-27","(20,60]","negative",14.2,13.9,0.681,"Neg98",4,2
"380","2018-05-27","(20,60]","positive",14.9,14.6,0.874,"Pos98",4,2
"381","2018-05-28","[1,3]","negative",7.17,7.17,0.00566,"Neg100",8,0
"382","2018-05-28","[1,3]","positive",8.24,8.25,0.0308,"Pos100",7,0
"383","2018-05-28","(3,7]","negative",6.97,6.87,0.361,"Neg100",8,0
"384","2018-05-28","(3,7]","positive",8.55,8.52,0.0583,"Pos100",7,0
"385","2018-05-28","(7,20]","negative",5.48,5.55,0.263,"Neg100",8,0
"386","2018-05-28","(7,20]","positive",8.57,8.57,0.00877,"Pos100",7,0
"387","2018-05-29","[1,3]","negative",2.86,2.88,0.0626,"Neg103",8,0
"388","2018-05-29","(3,7]","negative",3.57,3.54,0.301,"Neg103",8,0
"389","2018-05-29","(7,20]","negative",5.12,5.04,0.605,"Neg103",8,0
"390","2018-05-29","(20,60]","negative",5.84,5.84,0.00031,"Neg103",8,0
"391","2018-05-30","[1,3]","negative",6.78,6.78,0.0132,"Neg105",6,0
"392","2018-05-30","[1,3]","positive",5.78,5.79,0.071,"Pos105",6,0
"393","2018-05-30","(3,7]","negative",6.84,6.84,0.0222,"Neg105",6,0
"394","2018-05-30","(3,7]","positive",6.37,6.37,0.261,"Pos105",6,0
"395","2018-05-30","(7,20]","negative",7,7.02,0.0824,"Neg105",6,0
"396","2018-05-30","(7,20]","positive",7.37,7.31,0.234,"Pos105",6,0
"397","2018-05-31","[1,3]","negative",4.55,4.55,0.00226,"Neg109",8,0
"398","2018-05-31","[1,3]","positive",3.58,3.58,0.0658,"Pos109",8,0
"399","2018-05-31","(3,7]","negative",4.25,4.25,0.207,"Neg109",8,0
"400","2018-05-31","(3,7]","positive",4.05,4.06,0.206,"Pos109",8,0
"401","2018-05-31","(7,20]","negative",5.21,5.5,1.38,"Neg109",8,0
"402","2018-05-31","(7,20]","positive",5.53,5.52,0.643,"Pos109",8,0
"403","2018-05-31","(20,60]","positive",6.47,6.47,0.00901,"Pos109",8,0
