Year,Month,Day,Hour,Minute,Second,HYY_DMPS.tconc
2017,6,11,18,30,0,4445.62
2017,6,11,18,40,0,4305.17
2017,6,11,18,50,0,4400.14
2017,6,11,19,0,0,4929.19
2017,6,11,19,10,0,4955.97
2017,6,11,19,20,0,4995.56
2017,6,11,19,30,0,4754.07
2017,6,11,19,40,0,4621.12
2017,6,11,19,50,0,4727.85
2017,6,11,20,0,0,4568.15
2017,6,11,20,10,0,4525.96
2017,6,11,20,20,0,4545.37
2017,6,11,20,30,0,4339.48
2017,6,11,20,40,0,4279.77
2017,6,11,20,50,0,4162.64
2017,6,11,21,0,0,3956.87
2017,6,11,21,10,0,4214.95
2017,6,11,21,20,0,3917.71
2017,6,11,21,30,0,3758.1
2017,6,11,21,40,0,3491.35
2017,6,11,21,50,0,3342.76
2017,6,11,22,0,0,3467.64
2017,6,11,22,10,0,3397.63
2017,6,11,22,20,0,3434.88
2017,6,11,22,30,0,3610.0
2017,6,11,22,40,0,3364.5
2017,6,11,22,50,0,3571.28
2017,6,11,23,0,0,4678.63
2017,6,11,23,10,0,4298.56
2017,6,11,23,20,0,4628.14
2017,6,11,23,30,0,4549.69
2017,6,11,23,40,0,3666.23
2017,6,11,23,50,0,3989.24
2017,6,12,0,0,0,3562.23
2017,6,12,0,10,0,3423.28
2017,6,12,0,20,0,3219.53
2017,6,12,0,30,0,3218.32
2017,6,12,0,40,0,3102.99
2017,6,12,0,50,0,3059.91
2017,6,12,1,0,0,3051.65
2017,6,12,1,10,0,2849.43
2017,6,12,1,20,0,2912.16
2017,6,12,1,30,0,2708.56
2017,6,12,1,40,0,2713.66
2017,6,12,1,50,0,2705.5
2017,6,12,2,0,0,2491.27
2017,6,12,2,10,0,2476.96
2017,6,12,2,20,0,2444.25
2017,6,12,2,30,0,2358.36
2017,6,12,2,40,0,2358.49
2017,6,12,2,50,0,2325.09
2017,6,12,3,0,0,2290.31
2017,6,12,3,10,0,2318.29
2017,6,12,3,20,0,2296.25
2017,6,12,3,30,0,2483.51
2017,6,12,3,40,0,2606.58
2017,6,12,3,50,0,2735.09
2017,6,12,4,0,0,2772.37
2017,6,12,4,10,0,2765.5
2017,6,12,4,20,0,2696.6
2017,6,12,4,30,0,2626.31
2017,6,12,4,40,0,2700.24
2017,6,12,4,50,0,2678.71
2017,6,12,5,0,0,2561.85
2017,6,12,5,10,0,2458.73
2017,6,12,5,20,0,2435.2
2017,6,12,5,30,0,2419.71
2017,6,12,5,40,0,2397.58
2017,6,12,5,50,0,2414.71
2017,6,12,6,0,0,2506.29
2017,6,12,6,10,0,2538.13
2017,6,12,6,20,0,2518.44
2017,6,12,6,30,0,2575.84
2017,6,12,6,40,0,2567.5
2017,6,12,6,50,0,2726.72
2017,6,12,7,0,0,2663.21
2017,6,12,7,10,0,2413.44
2017,6,12,7,20,0,2223.95
2017,6,12,7,30,0,1995.18
2017,6,12,7,40,0,1950.77
2017,6,12,7,50,0,1939.82
2017,6,12,8,0,0,1866.92
2017,6,12,8,10,0,1854.61
2017,6,12,8,20,0,1823.48
2017,6,12,8,30,0,1845.18
2017,6,12,8,40,0,1884.31
2017,6,12,8,50,0,1862.31
2017,6,12,9,0,0,1853.34
2017,6,12,9,10,0,1842.13
2017,6,12,9,20,0,1803.2
2017,6,12,9,30,0,1731.22
2017,6,12,9,40,0,1717.49
2017,6,12,9,50,0,1959.0
2017,6,12,10,0,0,1881.32
2017,6,12,10,10,0,1827.7
2017,6,12,10,20,0,1843.82
2017,6,12,10,30,0,1767.77
2017,6,12,10,40,0,1573.85
2017,6,12,10,50,0,1610.46
2017,6,12,11,0,0,1783.15
2017,6,12,11,10,0,1942.06
2017,6,12,11,20,0,1964.12
2017,6,12,11,30,0,1869.82
2017,6,12,11,40,0,1769.64
2017,6,12,11,50,0,1879.16
2017,6,12,12,0,0,1702.18
2017,6,12,12,10,0,1624.1
2017,6,12,12,20,0,1708.12
2017,6,12,12,30,0,1822.89
2017,6,12,12,40,0,2054.71
2017,6,12,12,50,0,1800.01
2017,6,12,13,0,0,1678.72
2017,6,12,13,10,0,1592.95
2017,6,12,13,20,0,1564.42
2017,6,12,13,30,0,1729.05
2017,6,12,13,40,0,1810.95
2017,6,12,13,50,0,1825.92
2017,6,12,14,0,0,1758.83
2017,6,12,14,10,0,1535.86
2017,6,12,14,20,0,1391.25
2017,6,12,14,30,0,1394.89
2017,6,12,14,40,0,1280.96
2017,6,12,14,50,0,1237.63
2017,6,12,15,0,0,1202.64
2017,6,12,15,10,0,1209.61
2017,6,12,15,20,0,1254.32
2017,6,12,15,30,0,1234.33
2017,6,12,15,40,0,1270.7
2017,6,12,15,50,0,1281.79
2017,6,12,16,0,0,1240.93
2017,6,12,16,10,0,1263.17
2017,6,12,16,20,0,1272.1
2017,6,12,16,30,0,1273.58
2017,6,12,16,40,0,1238.52
2017,6,12,16,50,0,1284.42
2017,6,12,17,0,0,1239.63
2017,6,12,17,10,0,1198.18
2017,6,12,17,20,0,1224.81
2017,6,12,17,30,0,1233.04
2017,6,12,17,40,0,1227.47
2017,6,12,17,50,0,1224.32
2017,6,12,18,0,0,1249.15
2017,6,12,18,10,0,1304.0
2017,6,12,18,20,0,1208.75
2017,6,12,18,30,0,1189.04
2017,6,12,18,40,0,1139.54
2017,6,12,18,50,0,1070.61
2017,6,12,19,0,0,1015.22
2017,6,12,19,10,0,1028.63
2017,6,12,19,20,0,948.318
2017,6,12,19,30,0,933.832
2017,6,12,19,40,0,935.134
2017,6,12,19,50,0,973.859
2017,6,12,20,0,0,963.631
2017,6,12,20,10,0,945.31
2017,6,12,20,20,0,944.461
2017,6,12,20,30,0,963.706
2017,6,12,20,40,0,997.929
2017,6,12,20,50,0,1115.04
2017,6,12,21,0,0,1133.71
2017,6,12,21,10,0,1140.8
2017,6,12,21,20,0,1158.66
2017,6,12,21,30,0,1108.36
2017,6,12,21,40,0,1133.84
2017,6,12,21,50,0,1092.47
2017,6,12,22,0,0,1123.07
2017,6,12,22,10,0,1062.32
2017,6,12,22,20,0,1063.1
2017,6,12,22,30,0,1122.12
2017,6,12,22,40,0,1284.4
2017,6,12,22,50,0,1265.03
2017,6,12,23,0,0,1266.86
2017,6,12,23,10,0,1220.06
2017,6,12,23,20,0,1116.56
2017,6,12,23,30,0,1078.84
2017,6,12,23,40,0,1033.48
2017,6,12,23,50,0,1018.16
2017,6,13,0,0,0,925.605
2017,6,13,0,10,0,910.133
2017,6,13,0,20,0,895.121
2017,6,13,0,30,0,907.339
2017,6,13,0,40,0,913.421
2017,6,13,0,50,0,904.662
2017,6,13,1,0,0,964.9
2017,6,13,1,10,0,961.221
2017,6,13,1,20,0,997.939
2017,6,13,1,30,0,977.534
2017,6,13,1,40,0,1002.1
2017,6,13,1,50,0,963.839
2017,6,13,2,0,0,953.989
2017,6,13,2,10,0,942.612
2017,6,13,2,20,0,908.469
2017,6,13,2,30,0,881.399
2017,6,13,2,40,0,848.659
2017,6,13,2,50,0,852.687
2017,6,13,3,0,0,841.859
2017,6,13,3,10,0,853.14
2017,6,13,3,20,0,837.121
2017,6,13,3,30,0,892.142
2017,6,13,3,40,0,838.925
2017,6,13,3,50,0,819.499
2017,6,13,4,0,0,825.865
2017,6,13,4,10,0,788.187
2017,6,13,4,20,0,781.789
2017,6,13,4,30,0,761.092
2017,6,13,4,40,0,759.64
2017,6,13,4,50,0,772.309
2017,6,13,5,0,0,748.499
2017,6,13,5,10,0,741.29
2017,6,13,5,20,0,778.01
2017,6,13,5,30,0,820.878
2017,6,13,5,40,0,904.427
2017,6,13,5,50,0,953.69
2017,6,13,6,0,0,947.638
2017,6,13,6,10,0,976.095
2017,6,13,6,20,0,984.185
2017,6,13,6,30,0,939.344
2017,6,13,6,40,0,946.465
2017,6,13,6,50,0,957.623
2017,6,13,7,0,0,984.93
2017,6,13,7,10,0,1027.69
2017,6,13,7,20,0,972.573
2017,6,13,7,30,0,990.538
2017,6,13,7,40,0,1094.41
2017,6,13,7,50,0,1190.98
2017,6,13,8,0,0,1131.16
2017,6,13,8,10,0,1114.06
2017,6,13,8,20,0,934.582
2017,6,13,8,30,0,809.698
2017,6,13,8,40,0,732.317
2017,6,13,8,50,0,769.065
2017,6,13,9,0,0,765.14
2017,6,13,9,10,0,748.807
2017,6,13,9,20,0,751.111
2017,6,13,9,30,0,786.037
2017,6,13,9,40,0,815.228
2017,6,13,9,50,0,750.297
2017,6,13,10,0,0,785.711
2017,6,13,10,10,0,815.669
2017,6,13,10,20,0,849.195
2017,6,13,10,30,0,839.519
2017,6,13,10,40,0,858.044
2017,6,13,10,50,0,822.557
2017,6,13,11,0,0,797.01
2017,6,13,11,10,0,736.829
2017,6,13,11,20,0,685.78
2017,6,13,11,30,0,685.031
2017,6,13,11,40,0,661.534
2017,6,13,11,50,0,674.929
2017,6,13,12,0,0,660.875
2017,6,13,12,10,0,676.802
2017,6,13,12,20,0,654.726
2017,6,13,12,30,0,750.873
2017,6,13,12,40,0,692.869
2017,6,13,12,50,0,636.962
2017,6,13,13,0,0,656.963
2017,6,13,13,10,0,725.169
2017,6,13,13,20,0,710.545
2017,6,13,14,30,0,1056.49
2017,6,13,14,40,0,1068.03
2017,6,13,14,50,0,1094.89
2017,6,13,15,0,0,1112.6
2017,6,13,15,10,0,1159.44
2017,6,13,15,20,0,1153.12
2017,6,13,15,30,0,1129.78
2017,6,13,15,40,0,1145.4
2017,6,13,15,50,0,1187.37
2017,6,13,16,0,0,1217.28
2017,6,13,16,10,0,1209.59
2017,6,13,16,20,0,1158.94
2017,6,13,16,30,0,1159.11
2017,6,13,16,40,0,1108.3
2017,6,13,16,50,0,1072.21
2017,6,13,17,0,0,1119.62
2017,6,13,17,10,0,1121.72
2017,6,13,17,20,0,1168.02
2017,6,13,17,30,0,1509.19
2017,6,13,17,40,0,1670.36
2017,6,13,17,50,0,1804.28
2017,6,13,18,0,0,1419.76
2017,6,13,18,10,0,1357.89
2017,6,13,18,20,0,1147.68
2017,6,13,18,30,0,1117.24
2017,6,13,18,40,0,1205.94
2017,6,13,18,50,0,1346.65
2017,6,13,19,0,0,1593.3
2017,6,13,19,10,0,1616.48
2017,6,13,19,20,0,1747.66
2017,6,13,19,30,0,1709.25
2017,6,13,19,40,0,2005.95
2017,6,13,19,50,0,2107.03
2017,6,13,20,0,0,2361.54
2017,6,13,20,10,0,2520.19
2017,6,13,20,20,0,2589.79
2017,6,13,20,30,0,2888.76
2017,6,13,20,40,0,3060.58
2017,6,13,20,50,0,2986.15
2017,6,13,21,0,0,2994.09
2017,6,13,21,10,0,2948.42
2017,6,13,21,20,0,2979.71
2017,6,13,21,30,0,3015.21
2017,6,13,21,40,0,2928.28
2017,6,13,21,50,0,2700.61
2017,6,13,22,0,0,2985.54
2017,6,13,22,10,0,2825.9
2017,6,13,22,20,0,2864.64
2017,6,13,22,30,0,2826.13
2017,6,13,22,40,0,2884.91
2017,6,13,22,50,0,2965.68
2017,6,13,23,0,0,2874.11
2017,6,13,23,10,0,2933.63
2017,6,13,23,20,0,3127.85
2017,6,13,23,30,0,3123.84
2017,6,13,23,40,0,3170.38
2017,6,13,23,50,0,3175.36
2017,6,14,0,0,0,3247.23
2017,6,14,0,10,0,3094.84
2017,6,14,0,20,0,3064.7
2017,6,14,0,30,0,2986.25
2017,6,14,0,40,0,2916.49
2017,6,14,0,50,0,2727.67
2017,6,14,1,0,0,2635.43
2017,6,14,1,10,0,2464.05
2017,6,14,1,20,0,2435.41
2017,6,14,1,30,0,2408.12
2017,6,14,1,40,0,2360.07
2017,6,14,1,50,0,2348.85
2017,6,14,2,0,0,2330.12
2017,6,14,2,10,0,2220.38
2017,6,14,2,20,0,2185.92
2017,6,14,2,30,0,2217.79
2017,6,14,2,40,0,2202.24
2017,6,14,2,50,0,2241.68
2017,6,14,3,0,0,2171.11
2017,6,14,3,10,0,2224.95
2017,6,14,3,20,0,2161.64
2017,6,14,3,30,0,2117.93
2017,6,14,3,40,0,2154.53
2017,6,14,3,50,0,2150.11
2017,6,14,4,0,0,2281.49
2017,6,14,4,10,0,2597.14
2017,6,14,4,20,0,2692.06
2017,6,14,4,30,0,2765.13
2017,6,14,4,40,0,2846.8
2017,6,14,4,50,0,2947.73
2017,6,14,5,0,0,2920.44
2017,6,14,5,10,0,2896.45
2017,6,14,5,20,0,2891.23
2017,6,14,5,30,0,2859.22
2017,6,14,5,40,0,2863.93
2017,6,14,5,50,0,2787.85
2017,6,14,6,0,0,2737.05
2017,6,14,6,10,0,2701.84
2017,6,14,6,20,0,2690.86
2017,6,14,6,30,0,2631.97
2017,6,14,6,40,0,2600.5
2017,6,14,6,50,0,2556.26
2017,6,14,7,0,0,2497.6
2017,6,14,7,10,0,2192.06
2017,6,14,7,20,0,2035.5
2017,6,14,7,30,0,1592.89
2017,6,14,7,40,0,1332.56
2017,6,14,7,50,0,1160.37
2017,6,14,8,0,0,1284.25
2017,6,14,8,10,0,1396.09
2017,6,14,8,20,0,1465.74
2017,6,14,8,30,0,1871.92
2017,6,14,8,40,0,1808.01
2017,6,14,8,50,0,1689.9
2017,6,14,9,0,0,1663.14
2017,6,14,9,10,0,1743.75
2017,6,14,9,20,0,1597.29
2017,6,14,9,30,0,1557.15
2017,6,14,9,40,0,1913.22
2017,6,14,9,50,0,2058.25
2017,6,14,10,0,0,1671.0
2017,6,14,10,10,0,1613.32
2017,6,14,10,20,0,1721.69
2017,6,14,10,30,0,1610.47
2017,6,14,10,40,0,1908.9
2017,6,14,10,50,0,1790.59
2017,6,14,11,0,0,1458.45
2017,6,14,11,10,0,1556.04
2017,6,14,11,20,0,1373.44
2017,6,14,11,30,0,1243.47
2017,6,14,11,40,0,1383.5
2017,6,14,11,50,0,1349.79
2017,6,14,12,0,0,1380.78
2017,6,14,12,10,0,1593.76
2017,6,14,12,20,0,1551.21
2017,6,14,12,30,0,1143.47
2017,6,14,12,40,0,1194.21
2017,6,14,12,50,0,1117.12
2017,6,14,13,0,0,1187.62
2017,6,14,13,10,0,1106.33
2017,6,14,13,20,0,1180.25
2017,6,14,13,30,0,1385.31
2017,6,14,13,40,0,1339.17
2017,6,14,13,50,0,1279.06
2017,6,14,14,0,0,1475.58
2017,6,14,14,10,0,1503.21
2017,6,14,14,20,0,1776.39
2017,6,14,14,30,0,1801.15
2017,6,14,14,40,0,2040.85
2017,6,14,14,50,0,2188.91
2017,6,14,15,0,0,2483.52
2017,6,14,15,10,0,2526.62
2017,6,14,15,20,0,2900.84
2017,6,14,15,30,0,3891.0
2017,6,14,15,40,0,3297.31
2017,6,14,15,50,0,2946.93
2017,6,14,16,0,0,2495.77
2017,6,14,16,10,0,2960.22
2017,6,14,16,20,0,3512.68
2017,6,14,16,30,0,3570.99
2017,6,14,16,40,0,3443.09
2017,6,14,16,50,0,3183.92
2017,6,14,17,0,0,3231.62
2017,6,14,17,10,0,3171.52
2017,6,14,17,20,0,2729.83
2017,6,14,17,30,0,2658.25
2017,6,14,17,40,0,2910.18
2017,6,14,17,50,0,3237.59
2017,6,14,18,0,0,3250.29
2017,6,14,18,10,0,3597.1
2017,6,14,18,20,0,4121.88
2017,6,14,18,30,0,4072.1
2017,6,14,18,40,0,3979.93
2017,6,14,18,50,0,3993.56
2017,6,14,19,0,0,4194.29
2017,6,14,19,10,0,4239.89
2017,6,14,19,20,0,4072.7
2017,6,14,19,30,0,3989.32
2017,6,14,19,40,0,4057.35
2017,6,14,19,50,0,3959.24
2017,6,14,20,0,0,3953.49
2017,6,14,20,10,0,3962.55
2017,6,14,20,20,0,3946.21
2017,6,14,20,30,0,4024.79
2017,6,14,20,40,0,4179.91
2017,6,14,20,50,0,4371.6
2017,6,14,21,0,0,4268.28
2017,6,14,21,10,0,4263.71
2017,6,14,21,20,0,4224.09
2017,6,14,21,30,0,4088.07
2017,6,14,21,40,0,3923.93
2017,6,14,21,50,0,4078.42
2017,6,14,22,0,0,3945.07
2017,6,14,22,10,0,4049.33
2017,6,14,22,20,0,3787.61
2017,6,14,22,30,0,3860.71
2017,6,14,22,40,0,3847.76
2017,6,14,22,50,0,3682.68
2017,6,14,23,0,0,3527.04
2017,6,14,23,10,0,3425.67
2017,6,14,23,20,0,3398.42
2017,6,14,23,30,0,3353.33
2017,6,14,23,40,0,3417.96
2017,6,14,23,50,0,3416.5
2017,6,15,0,0,0,3350.13
2017,6,15,0,10,0,3434.89
2017,6,15,0,20,0,3436.53
2017,6,15,0,30,0,3320.18
2017,6,15,0,40,0,3205.15
2017,6,15,0,50,0,3252.21
2017,6,15,1,0,0,3365.8
2017,6,15,1,10,0,3370.2
2017,6,15,1,20,0,3296.31
2017,6,15,1,30,0,3348.52
2017,6,15,1,40,0,3360.18
2017,6,15,1,50,0,3320.39
2017,6,15,2,0,0,3281.61
2017,6,15,2,10,0,3378.19
2017,6,15,2,20,0,3322.36
2017,6,15,2,30,0,3224.82
2017,6,15,2,40,0,3258.81
2017,6,15,2,50,0,3227.6
2017,6,15,3,0,0,3247.08
2017,6,15,3,10,0,3297.11
2017,6,15,3,20,0,3109.86
2017,6,15,3,30,0,3115.31
2017,6,15,3,40,0,3159.65
2017,6,15,3,50,0,3030.34
2017,6,15,4,0,0,3016.82
2017,6,15,4,10,0,2977.49
2017,6,15,4,20,0,2988.91
2017,6,15,4,30,0,3026.06
2017,6,15,4,40,0,2988.99
2017,6,15,4,50,0,2830.16
2017,6,15,5,0,0,2966.61
2017,6,15,5,10,0,2822.54
2017,6,15,5,20,0,2878.39
2017,6,15,5,30,0,2933.74
2017,6,15,5,40,0,2986.05
2017,6,15,5,50,0,3082.5
2017,6,15,6,0,0,3017.42
2017,6,15,6,10,0,3207.99
2017,6,15,6,20,0,3058.26
2017,6,15,6,30,0,3025.91
2017,6,15,6,40,0,2938.41
2017,6,15,6,50,0,2956.29
2017,6,15,7,0,0,2955.45
2017,6,15,7,10,0,2926.19
2017,6,15,7,20,0,3147.88
2017,6,15,7,30,0,3179.93
2017,6,15,7,40,0,3268.92
2017,6,15,7,50,0,3240.21
2017,6,15,8,0,0,3202.67
2017,6,15,8,10,0,3295.46
2017,6,15,8,20,0,3326.67
2017,6,15,8,30,0,3334.91
2017,6,15,8,40,0,3369.84
2017,6,15,8,50,0,3361.7
2017,6,15,9,0,0,3396.27
2017,6,15,9,10,0,4076.14
2017,6,15,9,20,0,4300.22
2017,6,15,9,30,0,4129.54
2017,6,15,9,40,0,4062.34
2017,6,15,9,50,0,4296.98
2017,6,15,10,0,0,3738.82
2017,6,15,10,10,0,3741.06
2017,6,15,10,20,0,4100.58
2017,6,15,10,30,0,3539.27
2017,6,15,10,40,0,3402.84
2017,6,15,10,50,0,3422.53
2017,6,15,11,0,0,3173.49
2017,6,15,11,10,0,3532.48
2017,6,15,11,20,0,3460.28
2017,6,15,11,30,0,3129.41
2017,6,15,11,40,0,3023.09
2017,6,15,11,50,0,3079.83
2017,6,15,12,0,0,2851.86
2017,6,15,12,10,0,2863.61
2017,6,15,12,20,0,2403.54
2017,6,15,12,30,0,2267.36
2017,6,15,12,40,0,2283.2
2017,6,15,12,50,0,2140.53
2017,6,15,13,0,0,2235.97
2017,6,15,13,10,0,2342.19
2017,6,15,13,20,0,2413.17
2017,6,15,13,30,0,2388.93
2017,6,15,13,40,0,2408.03
2017,6,15,13,50,0,2371.24
2017,6,15,14,0,0,2496.55
2017,6,15,14,10,0,2379.8
2017,6,15,14,20,0,2327.55
2017,6,15,14,30,0,2291.3
2017,6,15,14,40,0,2249.09
2017,6,15,14,50,0,2257.96
2017,6,15,15,0,0,2203.69
2017,6,15,15,10,0,2332.88
2017,6,15,15,20,0,2156.01
2017,6,15,15,30,0,2121.9
2017,6,15,15,40,0,2129.47
2017,6,15,15,50,0,2160.14
2017,6,15,16,0,0,2010.46
2017,6,15,16,10,0,2007.64
2017,6,15,16,20,0,2077.88
2017,6,15,16,30,0,2036.3
2017,6,15,16,40,0,2134.96
2017,6,15,16,50,0,1984.16
2017,6,15,17,0,0,2108.48
2017,6,15,17,10,0,1944.22
2017,6,15,17,20,0,1945.31
2017,6,15,17,30,0,1939.57
2017,6,15,17,40,0,2221.42
2017,6,15,17,50,0,2757.23
2017,6,15,18,0,0,2755.3
2017,6,15,18,10,0,2697.33
2017,6,15,18,20,0,2561.98
2017,6,15,18,30,0,2594.86
2017,6,15,18,40,0,2631.33
2017,6,15,18,50,0,2649.05
2017,6,15,19,0,0,2803.72
2017,6,15,19,10,0,2963.61
2017,6,15,19,20,0,3131.28
2017,6,15,19,30,0,3389.53
2017,6,15,19,40,0,3231.16
2017,6,15,19,50,0,2788.59
2017,6,15,20,0,0,2491.35
2017,6,15,20,10,0,2634.32
2017,6,15,20,20,0,2484.35
2017,6,15,20,30,0,2553.51
2017,6,15,20,40,0,5394.85
2017,6,15,20,50,0,3696.84
2017,6,15,21,0,0,4122.65
2017,6,15,21,10,0,3020.31
2017,6,15,21,20,0,2534.22
2017,6,15,21,30,0,2463.12
2017,6,15,21,40,0,2441.72
2017,6,15,21,50,0,2392.11
2017,6,15,22,0,0,2378.59
2017,6,15,22,10,0,2303.59
2017,6,15,22,20,0,2616.61
2017,6,15,22,30,0,2654.83
2017,6,15,22,40,0,2662.01
2017,6,15,22,50,0,2804.03
2017,6,15,23,0,0,2898.23
2017,6,15,23,10,0,2831.71
2017,6,15,23,20,0,2940.1
2017,6,15,23,30,0,2908.17
2017,6,15,23,40,0,2918.78
2017,6,15,23,50,0,2730.96
2017,6,16,0,0,0,3045.16
2017,6,16,0,10,0,2829.05
2017,6,16,0,20,0,2766.65
2017,6,16,0,30,0,2538.47
2017,6,16,0,40,0,2444.92
2017,6,16,0,50,0,2298.34
2017,6,16,1,0,0,2292.58
2017,6,16,1,10,0,2173.43
2017,6,16,1,20,0,2129.97
2017,6,16,1,30,0,2110.31
2017,6,16,1,40,0,2070.19
2017,6,16,1,50,0,1996.54
2017,6,16,2,0,0,1970.53
2017,6,16,2,10,0,1977.18
2017,6,16,2,20,0,1926.16
2017,6,16,2,30,0,1964.05
2017,6,16,2,40,0,1977.95
2017,6,16,2,50,0,1923.42
2017,6,16,3,0,0,1807.88
2017,6,16,3,10,0,1872.74
2017,6,16,3,20,0,1808.47
2017,6,16,3,30,0,1845.19
2017,6,16,3,40,0,1972.85
2017,6,16,3,50,0,1840.59
2017,6,16,4,0,0,1843.88
2017,6,16,4,10,0,1898.78
2017,6,16,4,20,0,1857.99
2017,6,16,4,30,0,1848.08
2017,6,16,4,40,0,1843.47
2017,6,16,4,50,0,1859.72
2017,6,16,5,0,0,1949.34
2017,6,16,5,10,0,1926.83
2017,6,16,5,20,0,1995.49
2017,6,16,5,30,0,2016.59
2017,6,16,5,40,0,1920.87
2017,6,16,5,50,0,1831.19
2017,6,16,6,0,0,1899.67
2017,6,16,6,10,0,1848.78
2017,6,16,6,20,0,1861.66
2017,6,16,6,30,0,1916.92
2017,6,16,6,40,0,1881.1
2017,6,16,6,50,0,1825.6
2017,6,16,7,0,0,1833.28
2017,6,16,7,10,0,1803.37
2017,6,16,7,20,0,1592.2
2017,6,16,7,30,0,1647.33
2017,6,16,7,40,0,1932.27
2017,6,16,7,50,0,2027.32
2017,6,16,8,0,0,2196.63
2017,6,16,8,10,0,2291.99
2017,6,16,8,20,0,2016.72
2017,6,16,8,30,0,1894.43
2017,6,16,8,40,0,1211.45
2017,6,16,8,50,0,1114.32
2017,6,16,9,0,0,1101.68
2017,6,16,9,10,0,1070.13
2017,6,16,9,20,0,988.318
2017,6,16,9,30,0,1195.81
2017,6,16,9,40,0,1190.0
2017,6,16,9,50,0,1094.35
2017,6,16,10,0,0,1188.13
2017,6,16,10,10,0,1246.65
2017,6,16,10,20,0,1364.83
2017,6,16,10,30,0,1579.99
2017,6,16,10,40,0,1648.84
2017,6,16,10,50,0,1766.99
2017,6,16,11,0,0,1768.02
2017,6,16,11,10,0,1803.21
2017,6,16,11,20,0,1798.96
2017,6,16,11,30,0,1734.22
2017,6,16,11,40,0,1699.48
2017,6,16,11,50,0,1688.19
2017,6,16,12,0,0,1599.0
2017,6,16,12,10,0,1611.01
2017,6,16,12,20,0,1614.84
2017,6,16,12,30,0,1547.51
2017,6,16,12,40,0,1699.15
2017,6,16,12,50,0,1563.22
2017,6,16,13,0,0,1463.2
2017,6,16,13,10,0,1361.11
2017,6,16,13,20,0,1348.0
2017,6,16,13,30,0,1412.27
2017,6,16,13,40,0,1472.93
2017,6,16,13,50,0,1436.32
2017,6,16,14,0,0,1418.72
2017,6,16,14,10,0,1375.76
2017,6,16,14,20,0,1455.84
2017,6,16,14,30,0,1804.7
2017,6,16,14,40,0,2019.63
2017,6,16,14,50,0,2148.82
2017,6,16,15,0,0,2662.75
2017,6,16,15,10,0,2740.3
2017,6,16,15,20,0,3175.39
2017,6,16,15,30,0,3539.31
2017,6,16,15,40,0,3879.62
2017,6,16,15,50,0,4200.36
2017,6,16,16,0,0,4510.23
2017,6,16,16,10,0,4922.76
2017,6,16,16,20,0,4922.14
2017,6,16,16,30,0,5130.14
2017,6,16,16,40,0,4341.44
2017,6,16,16,50,0,2533.0
2017,6,16,17,0,0,2479.83
2017,6,16,17,10,0,2339.68
2017,6,16,17,20,0,2397.38
2017,6,16,17,30,0,2763.63
2017,6,16,17,40,0,3063.79
2017,6,16,17,50,0,3471.91
2017,6,16,18,0,0,3651.57
2017,6,16,18,10,0,3825.4
2017,6,16,18,20,0,3941.11
2017,6,16,18,30,0,3817.05
2017,6,16,18,40,0,3385.71
2017,6,16,18,50,0,3241.93
2017,6,16,19,0,0,2969.8
2017,6,16,19,10,0,2960.18
2017,6,16,19,20,0,2930.16
2017,6,16,19,30,0,2903.13
2017,6,16,19,40,0,3088.35
2017,6,16,19,50,0,3317.48
2017,6,16,20,0,0,3501.6
2017,6,16,20,10,0,3551.73
2017,6,16,20,20,0,3620.34
2017,6,16,20,30,0,3854.71
2017,6,16,20,40,0,3559.06
2017,6,16,20,50,0,3617.17
2017,6,16,21,0,0,4444.28
2017,6,16,21,10,0,4958.18
2017,6,16,21,20,0,4312.09
2017,6,16,21,30,0,3696.5
2017,6,16,21,40,0,3654.0
2017,6,16,21,50,0,3634.18
2017,6,16,22,0,0,3438.36
2017,6,16,22,10,0,3181.65
2017,6,16,22,20,0,3210.93
2017,6,16,22,30,0,3126.19
2017,6,16,22,40,0,2929.65
2017,6,16,22,50,0,2894.14
2017,6,16,23,0,0,2940.88
2017,6,16,23,10,0,2947.45
2017,6,16,23,20,0,3021.86
2017,6,16,23,30,0,2974.68
2017,6,16,23,40,0,2924.13
2017,6,16,23,50,0,2885.48
2017,6,17,0,0,0,3116.09
2017,6,17,0,10,0,2990.71
2017,6,17,0,20,0,2858.09
2017,6,17,0,30,0,2940.3
2017,6,17,0,40,0,3055.32
2017,6,17,0,50,0,3050.98
2017,6,17,1,0,0,3063.91
2017,6,17,1,10,0,3016.3
2017,6,17,1,20,0,2936.05
2017,6,17,1,30,0,3034.58
2017,6,17,1,40,0,3024.2
2017,6,17,1,50,0,2997.05
2017,6,17,2,0,0,2940.82
2017,6,17,2,10,0,2949.16
2017,6,17,2,20,0,2947.98
2017,6,17,2,30,0,2778.38
2017,6,17,2,40,0,2827.29
2017,6,17,2,50,0,2717.6
2017,6,17,3,0,0,2731.27
2017,6,17,3,10,0,2520.83
2017,6,17,3,20,0,2459.72
2017,6,17,3,30,0,2546.29
2017,6,17,3,40,0,2484.28
2017,6,17,3,50,0,2509.55
2017,6,17,4,0,0,2478.76
2017,6,17,4,10,0,2289.05
2017,6,17,4,20,0,2272.93
2017,6,17,4,30,0,2239.61
2017,6,17,4,40,0,2220.96
2017,6,17,4,50,0,2282.58
2017,6,17,5,0,0,2229.22
2017,6,17,5,10,0,2368.93
2017,6,17,5,20,0,2289.1
