Year,Month,Day,Hour,Minute,Second,HYY_DMPS.tconc
2017,6,6,8,30,0,1659.92
2017,6,6,8,40,0,1511.0
2017,6,6,8,50,0,1505.59
2017,6,6,9,0,0,1435.58
2017,6,6,9,10,0,1803.11
2017,6,6,9,20,0,1610.69
2017,6,6,9,30,0,1478.03
2017,6,6,9,40,0,1453.88
2017,6,6,9,50,0,1627.77
2017,6,6,10,0,0,1589.79
2017,6,6,10,10,0,1761.02
2017,6,6,10,20,0,1888.96
2017,6,6,10,30,0,2199.91
2017,6,6,10,40,0,2055.47
2017,6,6,10,50,0,2023.52
2017,6,6,11,0,0,1929.77
2017,6,6,11,10,0,1766.06
2017,6,6,11,20,0,1943.7
2017,6,6,11,30,0,2129.39
2017,6,6,11,40,0,2070.84
2017,6,6,11,50,0,2098.21
2017,6,6,12,0,0,2133.82
2017,6,6,12,10,0,2140.81
2017,6,6,12,20,0,2050.28
2017,6,6,12,30,0,2089.14
2017,6,6,12,40,0,2541.37
2017,6,6,12,50,0,3035.24
2017,6,6,13,0,0,3308.93
2017,6,6,13,10,0,3870.42
2017,6,6,13,20,0,5383.82
2017,6,6,13,30,0,4160.59
2017,6,6,13,40,0,3085.31
2017,6,6,13,50,0,3522.17
2017,6,6,14,0,0,3657.35
2017,6,6,14,10,0,3234.36
2017,6,6,14,20,0,3406.25
2017,6,6,14,30,0,3795.7
2017,6,6,14,40,0,2696.51
2017,6,6,14,50,0,2564.99
2017,6,6,15,0,0,2370.52
2017,6,6,15,10,0,2067.77
2017,6,6,15,20,0,2043.49
2017,6,6,15,30,0,2006.83
2017,6,6,15,40,0,1990.1
2017,6,6,15,50,0,2265.36
2017,6,6,16,0,0,2188.8
2017,6,6,16,10,0,2058.33
2017,6,6,16,20,0,2146.81
2017,6,6,16,30,0,2413.67
2017,6,6,16,40,0,2429.19
2017,6,6,16,50,0,2598.83
2017,6,6,17,0,0,3249.41
2017,6,6,17,10,0,3153.36
2017,6,6,17,20,0,3358.95
2017,6,6,17,30,0,2778.88
2017,6,6,17,40,0,3030.07
2017,6,6,17,50,0,2941.81
2017,6,6,18,0,0,2933.99
2017,6,6,18,10,0,2616.83
2017,6,6,18,20,0,2412.32
2017,6,6,18,30,0,2414.65
2017,6,6,18,40,0,2464.01
2017,6,6,18,50,0,2465.24
2017,6,6,19,0,0,2599.85
2017,6,6,19,10,0,2501.17
2017,6,6,19,20,0,2592.19
2017,6,6,19,30,0,2664.36
2017,6,6,19,40,0,2558.98
2017,6,6,19,50,0,2659.44
2017,6,6,20,0,0,2667.08
2017,6,6,20,10,0,2593.81
2017,6,6,20,20,0,2587.93
2017,6,6,20,30,0,2707.78
2017,6,6,20,40,0,2652.35
2017,6,6,20,50,0,3051.04
2017,6,6,21,0,0,2920.85
2017,6,6,21,10,0,2612.63
2017,6,6,21,20,0,2411.86
2017,6,6,21,30,0,2521.33
2017,6,6,21,40,0,2669.34
2017,6,6,21,50,0,2928.3
2017,6,6,22,0,0,2828.0
2017,6,6,22,10,0,2777.85
2017,6,6,22,20,0,2841.11
2017,6,6,22,30,0,2788.04
2017,6,6,22,40,0,2908.89
2017,6,6,22,50,0,2630.15
2017,6,6,23,0,0,2847.67
2017,6,6,23,10,0,2857.09
2017,6,6,23,20,0,2745.89
2017,6,6,23,30,0,2754.65
2017,6,6,23,40,0,2668.12
2017,6,6,23,50,0,2710.45
2017,6,7,0,0,0,2541.44
2017,6,7,0,10,0,2631.92
2017,6,7,0,20,0,2539.62
2017,6,7,0,30,0,2319.68
2017,6,7,0,40,0,2684.74
2017,6,7,0,50,0,2541.12
2017,6,7,1,0,0,2650.72
2017,6,7,1,10,0,2530.66
2017,6,7,1,20,0,3394.8
2017,6,7,1,30,0,2660.74
2017,6,7,1,40,0,2581.51
2017,6,7,1,50,0,2483.98
2017,6,7,2,0,0,2574.1
2017,6,7,2,10,0,2529.09
2017,6,7,2,20,0,2516.0
2017,6,7,2,30,0,2495.02
2017,6,7,2,40,0,2487.27
2017,6,7,2,50,0,6923.7
2017,6,7,3,0,0,2573.35
2017,6,7,3,10,0,2400.88
2017,6,7,3,20,0,2419.69
2017,6,7,3,30,0,2419.12
2017,6,7,3,40,0,2495.37
2017,6,7,3,50,0,2378.14
2017,6,7,4,0,0,2416.99
2017,6,7,4,10,0,2415.15
2017,6,7,4,20,0,2429.35
2017,6,7,4,30,0,2426.25
2017,6,7,4,40,0,2476.14
2017,6,7,4,50,0,2424.49
2017,6,7,5,0,0,2387.4
2017,6,7,5,10,0,2494.39
2017,6,7,5,20,0,2520.7
2017,6,7,5,30,0,2512.22
2017,6,7,5,40,0,2302.09
2017,6,7,5,50,0,2503.59
2017,6,7,6,0,0,2586.01
2017,6,7,6,10,0,2652.47
2017,6,7,6,20,0,2906.38
2017,6,7,6,30,0,2941.98
2017,6,7,6,40,0,3010.3
2017,6,7,6,50,0,2961.36
2017,6,7,7,0,0,2822.04
2017,6,7,7,10,0,2924.77
2017,6,7,7,20,0,2885.15
2017,6,7,7,30,0,2900.41
2017,6,7,7,40,0,2821.79
2017,6,7,7,50,0,2692.18
2017,6,7,8,0,0,2771.04
2017,6,7,8,10,0,3199.74
2017,6,7,8,20,0,3085.09
2017,6,7,8,30,0,2733.49
2017,6,7,8,40,0,3071.27
2017,6,7,8,50,0,3160.67
2017,6,7,9,0,0,3060.38
2017,6,7,9,10,0,3133.94
2017,6,7,9,20,0,3075.86
2017,6,7,9,30,0,3045.42
2017,6,7,9,40,0,2790.38
2017,6,7,9,50,0,2814.78
2017,6,7,10,0,0,2641.23
2017,6,7,10,10,0,2359.79
2017,6,7,10,20,0,2192.73
2017,6,7,10,30,0,1994.3
2017,6,7,10,40,0,1986.26
2017,6,7,10,50,0,1913.18
2017,6,7,11,0,0,1902.54
2017,6,7,11,10,0,1861.54
2017,6,7,11,20,0,1875.38
2017,6,7,11,30,0,1906.92
2017,6,7,11,40,0,1835.59
2017,6,7,11,50,0,1874.92
2017,6,7,12,0,0,1781.93
2017,6,7,12,10,0,1860.95
2017,6,7,12,20,0,1922.86
2017,6,7,12,30,0,2009.58
2017,6,7,12,40,0,2038.55
2017,6,7,12,50,0,2120.17
2017,6,7,13,0,0,2300.99
2017,6,7,13,10,0,2028.36
2017,6,7,13,20,0,2025.71
2017,6,7,13,30,0,2079.07
2017,6,7,13,40,0,2097.68
2017,6,7,13,50,0,2038.16
2017,6,7,14,0,0,2002.41
2017,6,7,14,10,0,1936.52
2017,6,7,14,20,0,1946.38
2017,6,7,14,30,0,2096.43
2017,6,7,14,40,0,2003.34
2017,6,7,14,50,0,1984.79
2017,6,7,15,0,0,2071.52
2017,6,7,15,10,0,2047.4
2017,6,7,15,20,0,2039.71
2017,6,7,15,30,0,1982.61
2017,6,7,15,40,0,2100.51
2017,6,7,15,50,0,2096.9
2017,6,7,16,0,0,2026.05
2017,6,7,16,10,0,2080.14
2017,6,7,16,20,0,2074.53
2017,6,7,16,30,0,2118.72
2017,6,7,16,40,0,2102.3
2017,6,7,16,50,0,2149.68
2017,6,7,17,0,0,2165.19
2017,6,7,17,10,0,2120.32
2017,6,7,17,20,0,2108.09
2017,6,7,17,30,0,2222.67
2017,6,7,17,40,0,1983.96
2017,6,7,17,50,0,1990.49
2017,6,7,18,0,0,1947.68
2017,6,7,18,10,0,2159.35
2017,6,7,18,20,0,2137.43
2017,6,7,18,30,0,2117.04
2017,6,7,18,40,0,2001.88
2017,6,7,18,50,0,1906.06
2017,6,7,19,0,0,2165.27
2017,6,7,19,10,0,2404.71
2017,6,7,19,20,0,2206.88
2017,6,7,19,30,0,2336.11
2017,6,7,19,40,0,2528.19
2017,6,7,19,50,0,2598.75
2017,6,7,20,0,0,2373.31
2017,6,7,20,10,0,2197.79
2017,6,7,20,20,0,2298.87
2017,6,7,20,30,0,2178.68
2017,6,7,20,40,0,2215.4
2017,6,7,20,50,0,2155.7
2017,6,7,21,0,0,2208.44
2017,6,7,21,10,0,2083.19
2017,6,7,21,20,0,2045.41
2017,6,7,21,30,0,1994.04
2017,6,7,21,40,0,2333.41
2017,6,7,21,50,0,2363.0
2017,6,7,22,0,0,2355.88
2017,6,7,22,10,0,2551.95
2017,6,7,22,20,0,2385.38
2017,6,7,22,30,0,2407.06
2017,6,7,22,40,0,2519.95
2017,6,7,22,50,0,3137.73
2017,6,7,23,0,0,2537.71
2017,6,7,23,10,0,2326.38
2017,6,7,23,20,0,2272.84
2017,6,7,23,30,0,2299.13
2017,6,7,23,40,0,2278.51
2017,6,7,23,50,0,2278.39
2017,6,8,0,0,0,2249.63
2017,6,8,0,10,0,2213.77
2017,6,8,0,20,0,2220.13
2017,6,8,0,30,0,2254.34
2017,6,8,0,40,0,2238.85
2017,6,8,0,50,0,2233.05
2017,6,8,1,0,0,2203.64
2017,6,8,1,10,0,2291.21
2017,6,8,1,20,0,2312.62
2017,6,8,1,30,0,2331.64
2017,6,8,1,40,0,2330.09
2017,6,8,1,50,0,2344.07
2017,6,8,2,0,0,2368.34
2017,6,8,2,10,0,2343.56
2017,6,8,2,20,0,2362.56
2017,6,8,2,30,0,2375.74
2017,6,8,2,40,0,2424.7
2017,6,8,2,50,0,2465.77
2017,6,8,3,0,0,2409.05
2017,6,8,3,10,0,2423.78
2017,6,8,3,20,0,2426.47
2017,6,8,3,30,0,2423.06
2017,6,8,3,40,0,2481.65
2017,6,8,3,50,0,2394.64
2017,6,8,4,0,0,2439.26
2017,6,8,4,10,0,2453.42
2017,6,8,4,20,0,2472.54
2017,6,8,4,30,0,2463.15
2017,6,8,4,40,0,2506.99
2017,6,8,4,50,0,2446.97
2017,6,8,5,0,0,2298.29
2017,6,8,5,10,0,2275.39
2017,6,8,5,20,0,2239.64
2017,6,8,5,30,0,2143.05
2017,6,8,5,40,0,2161.58
2017,6,8,5,50,0,2171.09
2017,6,8,6,0,0,2186.38
2017,6,8,6,10,0,2310.93
2017,6,8,6,20,0,2427.24
2017,6,8,6,30,0,2347.03
2017,6,8,6,40,0,2047.83
2017,6,8,6,50,0,1897.56
2017,6,8,7,0,0,1768.37
2017,6,8,7,10,0,1625.43
2017,6,8,7,20,0,1497.09
2017,6,8,7,30,0,1648.21
2017,6,8,7,40,0,1847.23
2017,6,8,7,50,0,1718.94
2017,6,8,8,0,0,1342.0
2017,6,8,8,10,0,1311.97
2017,6,8,8,20,0,1257.61
2017,6,8,8,30,0,1348.79
2017,6,8,8,40,0,1380.75
2017,6,8,8,50,0,1465.87
2017,6,8,9,0,0,1494.48
2017,6,8,9,10,0,1614.02
2017,6,8,9,20,0,1582.18
2017,6,8,9,30,0,1546.12
2017,6,8,9,40,0,1552.48
2017,6,8,9,50,0,1601.26
2017,6,8,10,0,0,1631.62
2017,6,8,10,10,0,1722.43
2017,6,8,10,20,0,1697.2
2017,6,8,10,30,0,2017.11
2017,6,8,10,40,0,1774.53
2017,6,8,10,50,0,1745.7
2017,6,8,11,0,0,1835.85
2017,6,8,11,50,0,1931.65
2017,6,8,12,0,0,2187.92
2017,6,8,12,10,0,2365.6
2017,6,8,12,20,0,2673.96
2017,6,8,12,30,0,2838.42
2017,6,8,12,40,0,2856.56
2017,6,8,12,50,0,2829.84
2017,6,8,13,0,0,2915.53
2017,6,8,13,10,0,3023.11
2017,6,8,13,20,0,3184.8
2017,6,8,13,30,0,3311.49
2017,6,8,13,40,0,3222.21
2017,6,8,13,50,0,3239.61
2017,6,8,14,0,0,3204.46
2017,6,8,14,10,0,3023.38
2017,6,8,14,20,0,2895.06
2017,6,8,14,30,0,3053.59
2017,6,8,14,40,0,2840.23
2017,6,8,14,50,0,2861.38
2017,6,8,15,0,0,3059.11
2017,6,8,15,10,0,3025.48
2017,6,8,15,20,0,3078.81
2017,6,8,15,30,0,3268.13
2017,6,8,15,40,0,3218.43
2017,6,8,15,50,0,3373.68
2017,6,8,16,0,0,3375.93
2017,6,8,16,10,0,3420.27
2017,6,8,16,20,0,3542.9
2017,6,8,16,30,0,3587.34
2017,6,8,16,40,0,3479.19
2017,6,8,16,50,0,3664.25
2017,6,8,17,0,0,3752.06
2017,6,8,17,10,0,3579.05
2017,6,8,17,20,0,3495.73
2017,6,8,17,30,0,3454.5
2017,6,8,17,40,0,3610.71
2017,6,8,17,50,0,3371.13
2017,6,8,18,0,0,3521.02
2017,6,8,18,10,0,3382.67
2017,6,8,18,20,0,3587.57
2017,6,8,18,30,0,3543.58
2017,6,8,18,40,0,3428.21
2017,6,8,18,50,0,3241.16
2017,6,8,19,0,0,3082.64
2017,6,8,19,10,0,3085.93
2017,6,8,19,20,0,3029.14
2017,6,8,19,30,0,2965.05
2017,6,8,19,40,0,3016.23
2017,6,8,19,50,0,2827.21
2017,6,8,20,0,0,2779.18
2017,6,8,20,10,0,2688.9
2017,6,8,20,20,0,2635.86
2017,6,8,20,30,0,2664.31
2017,6,8,20,40,0,2618.75
2017,6,8,20,50,0,2629.37
2017,6,8,21,0,0,2675.33
2017,6,8,21,10,0,2650.71
2017,6,8,21,20,0,2519.42
2017,6,8,21,30,0,2521.4
2017,6,8,21,40,0,2462.36
2017,6,8,21,50,0,2431.38
2017,6,8,22,0,0,2380.39
2017,6,8,22,10,0,2389.8
2017,6,8,22,20,0,2417.05
2017,6,8,22,30,0,2487.68
2017,6,8,22,40,0,2346.4
2017,6,8,22,50,0,2188.89
2017,6,8,23,0,0,2094.13
2017,6,8,23,10,0,1947.89
2017,6,8,23,20,0,1874.7
2017,6,8,23,30,0,2350.99
2017,6,8,23,40,0,2557.63
2017,6,8,23,50,0,2566.16
2017,6,9,0,0,0,2560.24
2017,6,9,0,10,0,3235.76
2017,6,9,0,20,0,3165.3
2017,6,9,0,30,0,2452.55
2017,6,9,0,40,0,2210.33
2017,6,9,0,50,0,2158.81
2017,6,9,1,0,0,2054.77
2017,6,9,1,10,0,1955.49
2017,6,9,1,20,0,2083.66
2017,6,9,1,30,0,2828.56
2017,6,9,1,40,0,2721.01
2017,6,9,1,50,0,2702.23
2017,6,9,2,0,0,2464.7
2017,6,9,2,10,0,2244.42
2017,6,9,2,20,0,2167.94
2017,6,9,2,30,0,2127.27
2017,6,9,2,40,0,2147.21
2017,6,9,2,50,0,2125.06
2017,6,9,3,0,0,2078.62
2017,6,9,3,10,0,2067.01
2017,6,9,3,20,0,2092.89
2017,6,9,3,30,0,2087.82
2017,6,9,3,40,0,2113.86
2017,6,9,3,50,0,2192.37
2017,6,9,4,0,0,2203.35
2017,6,9,4,10,0,2125.06
2017,6,9,4,20,0,2013.61
2017,6,9,4,30,0,1924.96
2017,6,9,4,40,0,1921.32
2017,6,9,4,50,0,1864.84
2017,6,9,5,0,0,1816.36
2017,6,9,5,10,0,1900.26
2017,6,9,5,20,0,1907.96
2017,6,9,5,30,0,2187.74
2017,6,9,5,40,0,2412.07
2017,6,9,5,50,0,2284.61
2017,6,9,6,0,0,2134.1
2017,6,9,6,10,0,2046.86
2017,6,9,6,20,0,2067.18
2017,6,9,6,30,0,2014.99
2017,6,9,6,40,0,2013.73
2017,6,9,6,50,0,2002.07
2017,6,9,7,0,0,1962.69
2017,6,9,7,10,0,2013.85
2017,6,9,7,20,0,2192.71
2017,6,9,7,30,0,2259.13
2017,6,9,7,40,0,2215.15
2017,6,9,7,50,0,2073.96
2017,6,9,8,0,0,1938.05
2017,6,9,8,10,0,1800.19
2017,6,9,8,20,0,1763.67
2017,6,9,8,30,0,1649.81
2017,6,9,8,40,0,1561.86
2017,6,9,8,50,0,1600.57
2017,6,9,9,0,0,1576.3
2017,6,9,9,10,0,1496.95
2017,6,9,9,20,0,1565.64
2017,6,9,9,30,0,1456.65
2017,6,9,9,40,0,1547.27
2017,6,9,9,50,0,1477.79
2017,6,9,10,0,0,2368.94
2017,6,9,10,10,0,2140.21
2017,6,9,10,20,0,2198.41
2017,6,9,10,30,0,1854.04
2017,6,9,10,40,0,1880.85
2017,6,9,10,50,0,1588.98
2017,6,9,11,0,0,1520.22
2017,6,9,11,10,0,1476.64
2017,6,9,11,20,0,1473.43
2017,6,9,11,30,0,1513.0
2017,6,9,11,40,0,1534.59
2017,6,9,11,50,0,1528.1
2017,6,9,12,0,0,1494.17
2017,6,9,12,10,0,1541.84
2017,6,9,12,20,0,1537.71
2017,6,9,12,30,0,1592.44
2017,6,9,12,40,0,1613.57
2017,6,9,12,50,0,1657.79
2017,6,9,13,0,0,1685.02
2017,6,9,13,10,0,2422.54
2017,6,9,13,20,0,2502.86
2017,6,9,13,30,0,2513.42
2017,6,9,13,40,0,2382.62
2017,6,9,13,50,0,2299.4
2017,6,9,14,0,0,2272.26
2017,6,9,14,10,0,2370.59
2017,6,9,14,20,0,2345.51
2017,6,9,14,30,0,2353.72
2017,6,9,14,40,0,2242.16
2017,6,9,14,50,0,2135.13
2017,6,9,15,0,0,2126.14
2017,6,9,15,10,0,2086.8
2017,6,9,15,20,0,1976.43
2017,6,9,15,30,0,1957.44
2017,6,9,15,40,0,1887.23
2017,6,9,15,50,0,1841.99
2017,6,9,16,0,0,1806.7
2017,6,9,16,10,0,1908.63
2017,6,9,16,20,0,1927.1
2017,6,9,16,30,0,1952.32
2017,6,9,16,40,0,1845.9
2017,6,9,16,50,0,1849.21
2017,6,9,17,0,0,1763.28
2017,6,9,17,10,0,1774.8
2017,6,9,17,20,0,1713.61
2017,6,9,17,30,0,1710.47
2017,6,9,17,40,0,1685.59
2017,6,9,17,50,0,1718.54
2017,6,9,18,0,0,1677.88
2017,6,9,18,10,0,1617.1
2017,6,9,18,20,0,1641.23
2017,6,9,18,30,0,1592.75
2017,6,9,18,40,0,1586.21
2017,6,9,18,50,0,1614.15
2017,6,9,19,0,0,1600.93
2017,6,9,19,10,0,1566.51
2017,6,9,19,20,0,1538.61
2017,6,9,19,30,0,1611.07
2017,6,9,19,40,0,1657.7
2017,6,9,19,50,0,1585.47
2017,6,9,20,0,0,1567.2
2017,6,9,20,10,0,1564.06
2017,6,9,20,20,0,1566.82
2017,6,9,20,30,0,1604.18
2017,6,9,20,40,0,1633.46
2017,6,9,20,50,0,1684.93
2017,6,9,21,0,0,1735.08
2017,6,9,21,10,0,1745.69
2017,6,9,21,20,0,1648.91
2017,6,9,21,30,0,1829.37
2017,6,9,21,40,0,1749.16
2017,6,9,21,50,0,1730.86
2017,6,9,22,0,0,1804.65
2017,6,9,22,10,0,1900.86
2017,6,9,22,20,0,1817.18
2017,6,9,22,30,0,1939.89
2017,6,9,22,40,0,1896.76
2017,6,9,22,50,0,2012.26
2017,6,9,23,0,0,2147.21
2017,6,9,23,10,0,2128.22
2017,6,9,23,20,0,2227.54
2017,6,9,23,30,0,2194.43
2017,6,9,23,40,0,2170.32
2017,6,9,23,50,0,2107.43
2017,6,10,0,0,0,2072.33
2017,6,10,0,10,0,2028.63
2017,6,10,0,20,0,2102.75
2017,6,10,0,30,0,2199.86
2017,6,10,0,40,0,2128.82
2017,6,10,0,50,0,2109.49
2017,6,10,1,0,0,2199.39
2017,6,10,1,10,0,2075.42
2017,6,10,1,20,0,2083.01
2017,6,10,1,30,0,2070.9
2017,6,10,1,40,0,2080.68
2017,6,10,1,50,0,2122.64
2017,6,10,2,0,0,2220.8
2017,6,10,2,10,0,2074.74
2017,6,10,2,20,0,2079.68
2017,6,10,2,30,0,2166.6
2017,6,10,2,40,0,1970.78
2017,6,10,2,50,0,1778.21
2017,6,10,3,0,0,1699.88
2017,6,10,3,10,0,1789.51
2017,6,10,3,20,0,1690.43
2017,6,10,3,30,0,1742.97
2017,6,10,3,40,0,1768.89
2017,6,10,3,50,0,1967.44
2017,6,10,4,0,0,1690.52
2017,6,10,4,10,0,1648.96
2017,6,10,4,20,0,1730.81
2017,6,10,4,30,0,1721.16
2017,6,10,4,40,0,1657.07
2017,6,10,4,50,0,1641.24
2017,6,10,5,0,0,1706.06
2017,6,10,5,10,0,1759.06
2017,6,10,5,20,0,1499.83
2017,6,10,5,30,0,1454.26
2017,6,10,5,40,0,1409.7
2017,6,10,5,50,0,1392.7
2017,6,10,6,0,0,1450.34
2017,6,10,6,10,0,1454.91
2017,6,10,6,20,0,1522.9
2017,6,10,6,30,0,1527.41
2017,6,10,6,40,0,1656.14
2017,6,10,6,50,0,1528.45
2017,6,10,7,0,0,1414.01
2017,6,10,7,10,0,1394.65
2017,6,10,7,20,0,1399.27
2017,6,10,7,30,0,1320.78
2017,6,10,7,40,0,1330.19
2017,6,10,7,50,0,1369.78
2017,6,10,8,0,0,1376.49
2017,6,10,8,10,0,1400.88
2017,6,10,8,20,0,1479.88
2017,6,10,8,30,0,1333.58
2017,6,10,8,40,0,1383.42
2017,6,10,8,50,0,1300.95
2017,6,10,9,0,0,1406.6
2017,6,10,9,10,0,1455.89
2017,6,10,9,20,0,1436.25
2017,6,10,9,30,0,1485.22
2017,6,10,9,40,0,1437.11
2017,6,10,9,50,0,1525.58
2017,6,10,10,0,0,1624.32
2017,6,10,10,10,0,1536.41
2017,6,10,10,20,0,1406.28
2017,6,10,10,30,0,1220.37
2017,6,10,10,40,0,1268.66
2017,6,10,10,50,0,1152.59
2017,6,10,11,0,0,1198.84
2017,6,10,11,10,0,1218.79
2017,6,10,11,20,0,1213.72
2017,6,10,11,30,0,1122.27
2017,6,10,11,40,0,1127.93
2017,6,10,11,50,0,1011.59
2017,6,10,12,0,0,1150.5
2017,6,10,12,10,0,1060.38
2017,6,10,12,20,0,1043.87
2017,6,10,12,30,0,975.615
2017,6,10,12,40,0,1093.39
2017,6,10,12,50,0,1099.8
2017,6,10,13,0,0,963.07
2017,6,10,13,10,0,1091.23
2017,6,10,13,20,0,964.154
2017,6,10,13,30,0,923.345
2017,6,10,13,40,0,900.111
2017,6,10,13,50,0,2047.87
2017,6,10,14,0,0,933.251
2017,6,10,14,10,0,894.15
2017,6,10,14,20,0,884.447
2017,6,10,14,30,0,876.993
2017,6,10,14,40,0,1015.39
2017,6,10,14,50,0,1020.44
2017,6,10,15,0,0,876.331
2017,6,10,15,10,0,883.538
2017,6,10,15,20,0,851.137
2017,6,10,15,30,0,926.447
2017,6,10,15,40,0,912.8
2017,6,10,15,50,0,914.735
2017,6,10,16,0,0,924.222
2017,6,10,16,10,0,935.011
2017,6,10,16,20,0,1000.46
2017,6,10,16,30,0,1014.38
2017,6,10,16,40,0,1153.51
2017,6,10,16,50,0,1064.4
2017,6,10,17,0,0,1241.66
2017,6,10,17,10,0,1395.29
2017,6,10,17,20,0,1112.41
2017,6,10,17,30,0,1116.65
2017,6,10,17,40,0,1109.39
2017,6,10,17,50,0,1094.64
2017,6,10,18,0,0,1251.85
2017,6,10,18,10,0,1098.76
2017,6,10,18,20,0,1293.46
2017,6,10,18,30,0,1420.39
2017,6,10,18,40,0,1430.27
2017,6,10,18,50,0,1557.56
2017,6,10,19,0,0,1360.45
2017,6,10,19,10,0,1479.21
2017,6,10,19,20,0,1406.36
2017,6,10,19,30,0,1438.16
2017,6,10,19,40,0,1463.0
2017,6,10,19,50,0,1478.3
2017,6,10,20,0,0,1461.78
2017,6,10,20,10,0,1442.16
2017,6,10,20,20,0,1518.07
2017,6,10,20,30,0,1514.09
2017,6,10,20,40,0,1686.95
2017,6,10,20,50,0,1733.5
2017,6,10,21,0,0,1664.06
2017,6,10,21,10,0,1569.16
2017,6,10,21,20,0,1486.94
2017,6,10,21,30,0,1471.68
2017,6,10,21,40,0,1359.56
2017,6,10,21,50,0,1316.14
2017,6,10,22,0,0,1581.31
2017,6,10,22,10,0,2060.37
2017,6,10,22,20,0,2138.47
2017,6,10,22,30,0,2315.21
2017,6,10,22,40,0,2449.35
2017,6,10,22,50,0,2435.67
2017,6,10,23,0,0,2468.33
2017,6,10,23,10,0,2441.65
2017,6,10,23,20,0,2486.37
2017,6,10,23,30,0,2394.87
2017,6,10,23,40,0,2302.13
2017,6,10,23,50,0,2330.15
2017,6,11,0,0,0,2314.1
2017,6,11,0,10,0,2271.38
2017,6,11,0,20,0,2189.94
2017,6,11,0,30,0,2178.35
2017,6,11,0,40,0,2120.6
2017,6,11,0,50,0,2097.82
2017,6,11,1,0,0,2080.81
2017,6,11,1,10,0,2036.02
2017,6,11,1,20,0,1996.38
2017,6,11,1,30,0,2026.08
2017,6,11,1,40,0,1998.13
2017,6,11,1,50,0,1973.86
2017,6,11,2,0,0,1975.53
2017,6,11,2,10,0,1978.7
2017,6,11,2,20,0,1964.93
2017,6,11,2,30,0,1894.27
2017,6,11,2,40,0,1886.95
2017,6,11,2,50,0,1894.72
2017,6,11,3,0,0,1861.09
2017,6,11,3,10,0,1922.83
2017,6,11,3,20,0,1875.59
2017,6,11,3,30,0,1846.63
2017,6,11,3,40,0,1832.52
2017,6,11,3,50,0,1835.24
2017,6,11,4,0,0,1865.58
2017,6,11,4,10,0,1904.36
2017,6,11,4,20,0,1802.79
2017,6,11,4,30,0,1847.79
2017,6,11,4,40,0,1860.37
2017,6,11,4,50,0,1806.9
2017,6,11,5,0,0,1760.07
2017,6,11,5,10,0,1772.47
2017,6,11,5,20,0,1775.83
2017,6,11,5,30,0,1794.98
2017,6,11,5,40,0,1749.28
2017,6,11,5,50,0,1707.24
2017,6,11,6,0,0,1711.68
2017,6,11,6,10,0,1678.13
2017,6,11,6,20,0,1662.91
2017,6,11,6,30,0,1577.05
2017,6,11,6,40,0,1516.96
2017,6,11,6,50,0,1486.07
2017,6,11,7,0,0,1517.52
2017,6,11,7,10,0,1483.47
2017,6,11,7,20,0,1489.35
2017,6,11,7,30,0,1456.98
2017,6,11,7,40,0,1546.24
2017,6,11,7,50,0,1521.27
2017,6,11,8,0,0,1524.63
2017,6,11,8,10,0,1501.14
2017,6,11,8,20,0,1474.53
2017,6,11,8,30,0,1495.77
2017,6,11,8,40,0,1333.24
2017,6,11,8,50,0,1373.11
2017,6,11,9,0,0,1448.49
2017,6,11,9,10,0,1387.77
2017,6,11,9,20,0,1385.01
2017,6,11,9,30,0,1315.18
2017,6,11,9,40,0,1236.93
2017,6,11,9,50,0,1231.81
2017,6,11,10,0,0,1270.54
2017,6,11,10,10,0,1283.62
2017,6,11,10,20,0,1232.45
2017,6,11,10,30,0,1241.06
2017,6,11,10,40,0,1293.49
2017,6,11,10,50,0,1361.99
2017,6,11,11,0,0,1256.51
2017,6,11,11,10,0,1293.49
2017,6,11,11,20,0,1359.32
2017,6,11,11,30,0,1347.05
2017,6,11,11,40,0,1471.91
2017,6,11,11,50,0,1463.64
2017,6,11,12,0,0,1421.88
2017,6,11,12,10,0,1509.21
2017,6,11,12,20,0,1528.64
2017,6,11,12,30,0,1533.57
2017,6,11,12,40,0,1488.19
2017,6,11,12,50,0,1504.9
2017,6,11,13,0,0,1569.2
2017,6,11,13,10,0,1579.35
2017,6,11,13,20,0,1544.74
2017,6,11,13,30,0,1597.92
2017,6,11,13,40,0,1711.63
2017,6,11,13,50,0,1750.13
2017,6,11,14,0,0,2000.19
2017,6,11,14,10,0,2103.18
2017,6,11,14,20,0,2191.99
2017,6,11,14,30,0,2273.96
2017,6,11,14,40,0,2151.14
2017,6,11,14,50,0,1945.22
2017,6,11,15,0,0,1897.76
2017,6,11,15,10,0,1924.5
2017,6,11,15,20,0,1923.7
2017,6,11,15,30,0,1994.63
2017,6,11,15,40,0,2046.49
2017,6,11,15,50,0,2064.52
2017,6,11,16,0,0,1980.99
2017,6,11,16,10,0,2258.28
2017,6,11,16,20,0,2251.44
2017,6,11,16,30,0,2359.59
2017,6,11,16,40,0,2544.85
2017,6,11,16,50,0,2877.08
2017,6,11,17,0,0,3045.26
2017,6,11,17,10,0,3358.86
2017,6,11,17,20,0,3669.41
2017,6,11,17,30,0,4331.53
2017,6,11,17,40,0,4268.43
2017,6,11,17,50,0,4387.31
2017,6,11,18,0,0,4384.3
2017,6,11,18,10,0,4520.21
2017,6,11,18,20,0,4726.93
